iter	Passed	Remaining
434	2506	3255
435	2508	3245
436	2510	3234
437	2515	3227
438	2517	3217
439	2519	3206
440	2520	3195
441	2522	3184
442	2524	3174
443	2526	3163
444	2531	3156
445	2533	3146
446	2534	3135
447	2536	3125
448	2538	3115
449	2540	3104
450	2541	3094
451	2546	3087
452	2548	3077
453	2550	3067
454	2552	3057
455	2554	3047
456	2555	3036
457	2560	3030
458	2562	3019
459	2563	3009
460	2565	2999
461	2566	2988
462	2568	2978
463	2569	2968
464	2571	2958
465	2574	2950
466	2576	2940
467	2578	2930
468	2579	2920
469	2581	2911
470	2583	2901
471	2584	2891
472	2586	2881
473	2591	2875
474	2593	2866
475	2616	2880
476	2624	2877
477	2626	2868
478	2629	2859
479	2631	2850
480	2633	2841
481	2636	2833
482	2640	2826
483	2643	2818
484	2645	2809
485	2647	2799
486	2649	2790
487	2653	2783
488	2655	2774
489	2658	2766
490	2659	2757
491	2661	2748
492	2663	2739
493	2669	2733
494	2671	2725
495	2673	2716
496	2675	2708
497	2677	2699
498	2680	2691
499	2687	2687
500	2689	2678
501	2691	2669
502	2693	2661
503	2698	2655
504	2700	2646
505	2702	2638
506	2703	2629
507	2705	2620
508	2707	2611
509	2709	2603
510	2713	2596
511	2714	2587
512	2716	2579
513	2718	2570
514	2720	2561
515	2722	2553
516	2724	2544
517	2729	2539
518	2731	2531
519	2732	2522
520	2734	2514
521	2736	2505
522	2738	2497
523	2742	2491
524	2744	2483
525	2746	2474
526	2748	2466
527	2750	2458
528	2751	2450
529	2753	2442
530	2759	2437
531	2761	2429
532	2763	2421
533	2765	2413
534	2767	2405
535	2769	2397
536	2775	2393
537	2777	2384
538	2779	2376
539	2780	2368
540	2782	2361
541	2784	2353
542	2789	2347
543	2791	2340
544	2793	2332
545	2795	2324
546	2797	2316
547	2798	2308
548	2803	2303
549	2806	2295
550	2807	2288
551	2809	2280
552	2860	2312
553	2862	2304
554	2869	2300
555	2871	2292
556	2873	2285
557	2875	2277
558	2877	2270
559	2879	2262
560	2884	2257
561	2886	2249
562	2887	2241
563	2890	2234
564	2892	2226
565	2893	2218
566	2898	2213
567	2900	2206
568	2902	2198
569	2904	2191
570	2906	2183
571	2908	2176
572	2910	2168
573	2914	2163
574	2916	2155
575	2918	2148
576	2920	2140
577	2922	2133
578	2924	2126
579	2928	2120
580	2931	2114
581	2933	2106
582	2935	2099
583	2937	2092
584	2939	2085
585	2943	2079
586	2945	2072
587	2947	2065
588	2949	2058
589	2951	2051
590	2953	2044
591	2959	2039
592	2961	2032
593	2963	2025
594	2965	2018
595	2967	2011
596	2968	2004
597	2972	1998
598	2974	1991
599	2976	1984
600	2978	1977
601	2980	1970
602	2982	1963
603	2983	1956
604	2988	1951
605	2990	1944
606	2992	1937
607	2993	1930
608	2995	1923
609	2997	1916
610	2999	1909
611	3004	1904
612	3006	1897
613	3008	1891
614	3009	1884
615	3013	1878
616	3019	1874
617	3021	1867
618	3024	1861
619	3026	1855
620	3029	1848
621	3077	1870
622	3098	1875
623	3103	1869
624	3105	1863
625	3108	1856
626	3113	1852
627	3116	1846
628	3120	1840
629	3122	1833
630	3125	1827
631	3129	1822
632	3133	1816
633	3135	1810
634	3139	1804
635	3143	1799
636	3147	1793
637	3151	1788
638	3153	1781
639	3160	1777
640	3163	1771
641	3167	1766
642	3170	1760
643	3178	1756
644	3188	1754
645	3195	1751
646	3198	1745
647	3204	1740
648	3208	1735
649	3210	1728
650	3214	1723
651	3216	1716
652	3222	1712
653	3225	1706
654	3229	1701
655	3234	1696
656	3237	1690
657	3242	1685
658	3245	1679
659	3247	1673
660	3253	1668
661	3255	1662
662	3260	1657
663	3263	1651
664	3265	1645
665	3270	1640
666	3272	1633
667	3274	1627
668	3276	1620
669	3278	1614
670	3321	1628
671	3323	1622
672	3325	1615
673	3327	1609
674	3332	1604
675	3334	1598
676	3336	1592
677	3338	1585
678	3340	1579
679	3342	1572
680	3347	1567
681	3350	1562
682	3352	1556
683	3354	1549
684	3356	1543
685	3358	1537
686	3362	1532
687	3364	1525
688	3366	1519
689	3368	1513
690	3370	1507
691	3372	1500
692	3376	1495
693	3378	1489
694	3380	1483
695	3381	1477
696	3383	1470
697	3385	1464
698	3387	1458
699	3392	1453
700	3394	1447
701	3396	1441
702	3398	1435
703	3400	1429
704	3402	1423
705	3407	1419
706	3409	1413
707	3411	1407
708	3413	1401
709	3415	1395
710	3417	1389
711	3422	1384
712	3424	1378
713	3427	1373
714	3430	1367
715	3432	1361
716	3438	1357
717	3440	1351
718	3442	1345
719	3444	1339
720	3446	1333
721	3448	1327
722	3452	1322
723	3454	1317
724	3456	1311
725	3458	1305
726	3460	1299
727	3462	1293
728	3463	1287
729	3468	1282
730	3470	1277
731	3472	1271
732	3474	1265
733	3475	1259
734	3477	1253
735	3482	1248
736	3484	1243
737	3485	1237
738	3487	1231
739	3489	1226
740	3491	1220
741	3493	1214
742	3497	1209
743	3499	1204
744	3501	1198
745	3503	1192
746	3505	1187
747	3506	1181
748	3508	1175
749	3519	1173
750	3521	1167
751	3554	1172
752	3556	1166
753	3562	1162
754	3564	1156
755	3566	1150
756	3567	1145
757	3569	1139
758	3571	1134
759	3576	1129
760	3578	1123
761	3580	1118
762	3582	1112
763	3584	1107
764	3585	1101
765	3587	1095
766	3593	1091
767	3595	1085
768	3597	1080
769	3598	1074
770	3600	1069
771	3602	1063
772	3608	1059
773	3609	1054
774	3611	1048
775	3613	1043
776	3615	1037
777	3617	1032
778	3623	1027
779	3624	1022
780	3627	1017
781	3629	1011
782	3631	1006
783	3636	1001
784	3639	996
785	3641	991
786	3643	986
787	3645	980
788	3647	975
789	3652	970
790	3654	965
791	3656	960
792	3658	955
793	3661	949
794	3663	944
795	3666	939
796	3668	934
797	3670	929
798	3672	923
799	3674	918
800	3679	914
801	3681	908
802	3682	903
803	3684	898
804	3686	893
805	3688	887
806	3692	883
807	3694	877
808	3696	872
809	3698	867
810	3700	862
811	3702	857
812	3704	852
813	3707	847
814	3709	841
815	3711	836
816	3713	831
817	3715	826
818	3720	822
819	3722	817
820	3724	811
821	3726	806
822	3727	801
823	3729	796
824	3731	791
825	3743	788
826	3773	789
827	3780	785
828	3785	780
829	3787	775
830	3789	770
831	3791	765
832	3793	760
833	3795	755
834	3800	751
835	3802	745
836	3804	740
837	3806	735
838	3808	730
839	3810	725
840	3815	721
841	3817	716
842	3819	711
843	3821	706
844	3823	701
845	3825	696
846	3832	692
847	3833	687
848	3835	682
849	3837	677
850	3839	672
851	3841	667
852	3846	662
853	3848	657
854	3850	652
855	3852	648
856	3854	643
857	3855	638
858	3860	633
859	3862	628
860	3864	623
861	3866	618
862	3868	614
863	3869	609
864	3871	604
865	3873	599
866	3875	594
867	3877	589
868	3879	584
869	3881	580
870	3883	575
871	3889	570
872	3891	566
873	3893	561
874	3894	556
875	3896	551
876	3898	546
877	3903	542
878	3904	537
879	3906	532
880	3908	527
881	3910	523
882	3912	518
883	3918	514
884	3920	509
885	3922	504
886	3924	499
887	3926	495
888	3928	490
889	3934	486
890	3936	481
891	3938	476
892	3940	472
893	3942	467
894	3944	462
895	3948	458
896	3950	453
897	3952	448
898	3954	444
899	3956	439
900	3958	434
901	3962	430
902	3964	425
903	3980	422
904	4006	420
905	4011	416
906	4013	411
907	4015	406
908	4017	402
909	4019	397
910	4021	392
911	4025	388
912	4028	383
913	4030	379
914	4031	374
915	4033	369
916	4035	365
917	4037	360
918	4042	356
919	4044	351
920	4046	347
921	4047	342
922	4049	337
923	4051	333
924	4055	328
925	4058	324
926	4060	319
927	4061	315
928	4063	310
929	4065	306
930	4067	301
931	4072	297
932	4074	292
933	4076	288
934	4078	283
935	4080	279
936	4082	274
937	4087	270
938	4089	265
939	4091	261
940	4093	256
941	4094	252
942	4096	247
943	4102	243
944	4104	238
945	4106	234
946	4108	229
947	4110	225
948	4111	220
949	4117	216
950	4119	212
951	4121	207
952	4123	203
953	4125	198
954	4127	194
955	4131	190
956	4133	185
957	4135	181
958	4137	176
959	4139	172
960	4140	168
961	4142	163
962	4147	159
963	4149	154
964	4150	150
965	4152	146
966	4154	141
967	4156	137
968	4161	133
969	4163	128
970	4165	124
971	4167	120
972	4169	115
973	4170	111
974	4172	106
975	4175	102
976	4176	98
977	4178	93
978	4180	89
979	4182	85
980	4184	81
981	4189	76
982	4191	72
983	4193	68
984	4202	64
985	4218	59
986	4227	55
987	4229	51
988	4233	47
989	4235	42
990	4237	38
991	4239	34
992	4241	29
993	4242	25
994	4244	21
995	4249	17
996	4251	12
997	4253	8
998	4255	4
999	4257	0
